Date,volume,pct_change_1d,rsi,adx,corr,volatility,volume^2,pct_change_1d^2,rsi^2,adx^2,corr^2,volatility^2,volume*pct_change_1d,volume*rsi,volume*adx,volume*corr,volume*volatility,pct_change_1d*rsi,pct_change_1d*adx,pct_change_1d*corr,pct_change_1d*volatility,rsi*adx,rsi*corr,rsi*volatility,adx*corr,adx*volatility,corr*volatility
2023-02-20,7214500,-0.0055245404910956,39.61658653997929,41.96158888564281,0.3983681533600726,2.848337928955763,52049010250000,3.052054763775516e-05,1569.473929079668,1760.7749418077024,0.1586971856115143,8.113028957528005,-39856.79737300943,285813863.5926806,302731883.0154701,2874027.042416244,20549333.98845135,-0.2188634364591097,-0.2318184968694421,-0.0022008009936007,-0.0157357582208395,1662.3749174431016,15.781986422361056,112.84142605758136,16.71616067642807,119.520785182225,1.134687120903561
2023-02-21,8405400,-0.0277778775837183,33.92960631791673,43.1096106681139,0.5163069182930978,2.7485403999465707,70650749160000,0.000771610483056,1151.218184888815,1858.43853195636,0.2665728338773156,7.554474330138455,-233484.17224218583,285191912.9446173,362353521.5097646,4339766.171020805,23102581.477710903,-0.942492450762846,-1.1974934878206245,-0.0143419103719725,-0.0763486187636199,1462.692118487768,17.51809047690161,93.25689371907654,22.257790232869144,118.48850654727872,1.4190904237004924
2023-02-22,22135300,-0.0342855601234057,28.47879179580258,44.9795707049319,0.5938204297865709,2.8435988603611784,489971506090000,0.0011754996329756,811.0415821486723,2023.1617807999685,0.3526227028319078,8.086054478647393,-758921.158999624,630386600.0376288,995636291.4248792,13144393.359454682,62943913.85375279,-0.9764113283569446,-1.542149775728924,-0.0203594660479541,-0.0974943796937613,1280.9638291703366,16.911288383985756,80.98225989500749,26.70978800761812,127.9038559960794,1.688587097400278
2023-02-23,11225200,-0.0059172725316845,27.65600269249901,47.07115355097661,0.6261728017367245,2.8036832395753017,126005115040000,3.5014114214227926e-05,764.8544849275124,2215.693496619617,0.3920923776348193,7.860639707875459,-66422.56762266488,310444161.42383987,528383112.8404226,7028914.93405508,31471905.10088068,-0.163648105068517,-0.2785328439418973,-0.0037052351198046,-0.0165901578210831,1301.7999493448433,17.317436690800502,77.53867122260888,29.47467609999459,131.97260427834854,1.7555901893071628
2023-02-24,12859600,-0.0119046821618479,25.98756926671105,49.31594063420712,0.7214880978863034,2.7753680026258323,165369312160000,0.0001417214573746,675.3537563921046,2432.0620006366407,0.5205450753915961,7.702667549999302,-153089.45072849956,334189745.7421974,634183270.1796498,9278048.343578707,35690122.36656715,-0.3093737522792023,-0.5870905987627967,-0.0085890864888926,-0.0330398739534232,1281.6014231844674,18.74972191892791,72.12506820885231,35.580864203647955,136.86988365557352,2.002394981149021
2023-02-27,20182200,-0.0060242113891039,25.1448043205278,51.33624900911458,0.8680945504403805,2.696979900075681,407321196840000,3.629112286060935e-05,632.2611843176334,2635.4104623258177,0.7535881485042863,7.273700581412229,-121581.83909717308,507477469.7577561,1036078444.7517524,17520057.835897848,54430987.7393074,-0.1514776165645129,-0.3092604159545827,-0.0052295850775819,-0.0162471770302202,1290.8399358840752,21.82806760253992,67.8150318437996,44.56471800486276,138.45283172286213,2.3412335539029407
2023-02-28,11562900,0.0303029851676455,36.57201479464237,51.188743108395,0.9141110873782168,2.9286533428277663,133700656410000,0.0009182709100705,1337.5122661395403,2620.2874210172567,0.8355990800677857,8.577010402456251,350390.3871949683,422878549.8689703,591890317.6880605,10569775.09224558,33863725.73778318,1.10824122187296,1.5511717231641102,0.0277002947224024,0.0887469388088852,1872.0754702793697,33.43088421154277,107.10675338227593,46.79219762433915,149.9140836195528,2.6771144917661385
2023-03-01,13272100,-0.0294117221864738,31.268301302528663,51.628272500358925,0.8983667822980338,1.919999436999641,176148638410000,0.0008650494019743,977.7066663457156,2665.4785213713176,0.8070628755365229,3.686397838078938,-390355.31803109904,414996021.7172906,685215595.4520137,11923213.771337736,25482424.527802933,-0.9196545911529302,-1.5184764077481223,-0.0264225142225061,-0.0564704900392195,1614.3283802702776,28.090403229078092,60.03512089679017,46.38112504175351,99.12625413395318,1.7248637162314038
2023-03-02,6545200,0.0036495878290108,32.57675014551288,52.02384895312646,0.8556052230060331,1.8950968068111944,42839643040000,1.3319491321663867e-05,1061.2446500431736,2706.480859897717,0.7320602976352037,3.5913919071859857,23887.28225844158,213221345.05241093,340506496.1680033,5600107.305619088,12403787.61994063,0.11889171083979,0.1898656059576273,0.0031226064083209,0.0069163222409353,1694.7679289539026,27.87283757306337,61.73609517704757,44.51187688517195,98.59023002909784,1.6214547260097134
2023-03-03,7129900,0.0060607102045724,34.87280032320778,51.679408765271646,0.765274086544834,1.9352400706435875,50835474010000,3.6732208183808496e-05,1216.1122023823204,2670.761290328036,0.58564442753703,3.745154131024597,43212.25768758104,248639579.02443916,368469016.5555103,5456327.709656011,13798068.179681713,0.2113539367808824,0.3132139200699522,0.0046381044656171,0.011728929244447,1802.205702692752,26.687250412603223,67.48724056102434,39.54891233602034,100.01206266972312,1.4809890773067311
2023-03-06,4265300,0.0060240440036569,37.24718563621215,49.43065205403887,0.6053967864160321,1.98599839980205,18192784090000,3.628910615799549e-05,1387.3528378184487,2443.3893624874568,0.3665052690028588,3.944189644016304,25694.354888798072,158870420.89413568,210836560.206092,2582198.9131003018,8470878.974675683,0.2243786852849218,0.2977724231029869,0.0036469368810426,0.0119637417515998,1841.1526731757967,22.549326487204223,73.97285107064724,29.92515790396417,98.1691958804931,1.2023170490675432
2023-03-07,5345300,0.0179639937595192,44.046940299310265,47.406771013929365,-0.0219403488147647,1.9791887621338875,28572232090000,0.000322705071792,1940.1329497310023,2247.4019379671336,0.0004813789061135,3.917188156157069,96022.93584275848,235444109.9819032,253403413.10075665,-117277.74651956212,10579357.690234268,0.7912589606627284,0.8516149386531872,-0.0003941362891901,0.0355541345718838,2088.123212633619,-0.9664052343899864,87.17720924677712,-1.04012109222729,93.82694843982352,-0.0434240918114799
2023-03-08,6899600,-0.0058821509280023,42.34748090595956,46.27197077305995,-0.3370930059601597,1.645745146142868,47604480160000,3.4599699539799167e-05,1793.3091390806094,2141.095279222914,0.1136316946672562,2.70847708605281,-40584.48854284517,292180679.25875854,319258089.54580444,-2325806.903922718,11354983.210327333,-0.2490942741095527,-0.2721787158232532,0.0019828319378316,-0.0096805213386396,1959.5013987932748,-14.275039633430376,69.69316115236073,-15.597957719591436,76.15187130222806,-0.5547691783576417
2023-03-09,3162200,-0.0177515523905255,37.52164595523974,45.25065171905384,-0.3993850101209072,1.7369301819623224,9999508840000,0.0003151176122735,1407.8739151903587,2047.6214809991095,0.1595083863092771,3.0169264570116665,-56133.95896931975,118650948.83965912,143091610.86599204,-1262935.2790043328,5492520.621401256,-0.6660674639531876,-0.8032693146962071,0.0070897039311518,-0.0308332071237891,1697.8789330461989,-14.98558294958652,65.1724793365604,-18.07243199479196,78.59722272428985,-0.6937038783023314
2023-03-10,4630600,0.024096253652065,46.54601772369399,43.56298042781631,-0.411996511714373,1.848345190042423,21442456360000,0.0005806294400646,2166.5317659344346,1897.7332637543072,0.1697411256648115,3.416379941552961,111580.1121612523,215535989.67133737,201722737.16904625,-1907791.047144576,8558947.237010444,1.1215846495636446,1.049704626228606,-0.0099275724500355,0.0445381945358365,2027.6832590900724,-19.176796936357302,86.03310797521915,-17.947795976141826,80.5194253376665,-0.7615117707415182
